Dataset,MLE,GeoMLE,MIND,DANCo,ESS,PCA,CD,Hein,Num,Dim,RealDim
89,Sphere,32.274776391268986,63.62162120632381,35.0,59.0,59.46776065134766,59.0,37.69570541381836,40.0,1000.0,100.0,58.0
90,Sphere,32.778467284896166,61.53940154160097,35.0,62.0,61.98682415803731,63.0,35.616634368896484,39.0,1000.0,100.0,62.0
91,Sphere,34.228508549654265,69.21906186772705,35.0,65.0,66.63216810397185,67.0,35.15121078491211,37.0,1000.0,100.0,66.0
92,Sphere,35.77958387285387,72.30777390696592,38.0,71.0,70.09091212841905,71.0,40.16542434692383,42.0,1000.0,100.0,70.0
93,Sphere,37.810958599367574,72.340794444769,41.0,77.0,72.67205224816763,75.0,44.03459930419922,46.0,1000.0,100.0,74.0
94,Sphere,37.7259095786678,74.71160270328068,40.0,78.0,77.59118078813964,79.0,43.067474365234375,45.0,1000.0,100.0,78.0
95,Sphere,39.91183949373822,77.89229888636397,42.0,80.0,80.27502045525898,83.0,40.38979721069336,45.0,1000.0,100.0,82.0
96,Sphere,40.52783876955475,82.49535841915535,43.0,83.0,85.84501733185378,87.0,49.10955047607422,48.0,1000.0,100.0,86.0
97,Sphere,41.90545413497002,84.01575161782466,44.0,90.0,90.62792547651252,91.0,45.24888610839844,49.0,1000.0,100.0,90.0
98,Sphere,42.96539891900672,90.17935457896706,45.0,93.0,92.91648438122179,95.0,46.970550537109375,50.0,1000.0,100.0,94.0
99,Sphere,43.105898541155426,87.94541201324739,45.0,96.0,102.13711058346959,99.0,51.229698181152344,48.0,1000.0,100.0,98.0
100,Sphere,1.9602967195428533,2.024654474882432,2.0,2.0,3.0304025579637397,3.0,2.0157065391540527,2.0,1000.0,100.0,2.0
101,Sphere,5.744142704701017,6.197825831383897,6.0,7.0,6.953515842574685,7.0,5.9285383224487305,6.0,1000.0,100.0,6.0
102,Sphere,8.799612903090463,10.385537182892662,9.0,11.0,11.259106879394658,11.0,9.110123634338379,9.0,1000.0,100.0,10.0
103,Sphere,11.578649980968297,14.939376895985024,12.0,15.0,15.135383793963443,15.0,13.22156047821045,13.0,1000.0,100.0,14.0
104,Sphere,14.088146525951508,19.41538730212897,14.0,19.0,18.85393635206188,19.0,16.46796417236328,15.0,1000.0,100.0,18.0
105,Sphere,16.111278008847474,23.43319684448496,17.0,22.0,22.911060702538446,23.0,18.066370010375977,18.0,1000.0,100.0,22.0
106,Sphere,18.584166720020757,28.138163818026623,19.0,26.0,26.529233541541842,27.0,18.07424545288086,20.0,1000.0,100.0,26.0
107,Sphere,20.302858615133005,31.611908834857292,21.0,30.0,30.57247405948526,31.0,22.204715728759766,22.0,1000.0,100.0,30.0
108,Sphere,21.913130110795915,36.028459901337946,22.0,34.0,35.25219691078242,35.0,24.83950424194336,24.0,1000.0,100.0,34.0
109,Sphere,23.816825721065463,39.86954629211227,25.0,38.0,38.24579029445195,39.0,27.395328521728516,28.0,1000.0,100.0,38.0
110,Sphere,26.04587508782027,45.84475851657667,28.0,42.0,43.26316487252605,43.0,27.647258758544922,30.0,1000.0,100.0,42.0
111,Sphere,27.349515260294304,48.70899020593493,28.0,46.0,47.182214163241696,47.0,30.619396209716797,30.0,1000.0,100.0,46.0
112,Sphere,28.888776336842604,53.73485295930177,30.0,50.0,51.45895016951711,51.0,32.818058013916016,33.0,1000.0,100.0,50.0
113,Sphere,30.966742480434856,58.21036817637362,33.0,55.0,56.20817177878058,55.0,36.0413932800293,34.0,1000.0,100.0,54.0
114,Sphere,31.706334773542913,58.80227331099051,33.0,58.0,61.07657234834473,59.0,34.046043395996094,35.0,1000.0,100.0,58.0
115,Sphere,33.59972314911111,65.07745861944807,35.0,62.0,62.68216942796317,63.0,38.919193267822266,38.0,1000.0,100.0,62.0
116,Sphere,34.31923748089064,66.21690062918914,36.0,66.0,65.90736065705318,67.0,34.561885833740234,40.0,1000.0,100.0,66.0
117,Sphere,35.11034322282756,69.97241894515375,37.0,70.0,69.70624004060618,71.0,42.63507843017578,41.0,1000.0,100.0,70.0
118,Sphere,37.47450012080779,75.06396967846706,39.0,74.0,77.71109194786783,75.0,40.41329574584961,43.0,1000.0,100.0,74.0
119,Sphere,38.06887978152478,78.02116041821287,40.0,78.0,80.21362461383096,79.0,41.87385559082031,45.0,1000.0,100.0,78.0
120,Sphere,38.96603152371896,78.69038369676572,41.0,80.0,82.26554428542545,83.0,45.88249206542969,48.0,1000.0,100.0,82.0
121,Sphere,41.43928760751696,86.97522284901225,45.0,88.0,90.00960434285054,87.0,49.26110076904297,48.0,1000.0,100.0,86.0
122,Sphere,41.655467161026436,84.68597812564859,44.0,86.0,90.41633519190425,91.0,43.71648025512695,50.0,1000.0,100.0,90.0
123,Sphere,43.591172825206954,92.7689595750261,47.0,96.0,94.62222624533709,95.0,49.579505920410156,53.0,1000.0,100.0,94.0
124,Sphere,44.31644900362575,86.95426016615045,46.0,98.0,100.51775485126561,99.0,46.93134307861328,52.0,1000.0,100.0,98.0
