Dataset,MLE,GeoMLE,MIND,DANCo,ESS,PCA,CD,Hein,Num,Dim,RealDim
113,Sphere,34.35296703244641,68.60966190413102,37.0,68.0,70.6051068441357,71.0,41.802734375,42.0,1000.0,75.0,70.0
114,Affine_3to5,2.979116840041,3.170351788679365,3.0,4.0,2.5202441353146234,3.0,2.8653435707092285,3.0,1000.0,5.0,3.0
115,Affine,4.926650195804265,5.0,5.0,5.0,5.223136823395108,5.0,4.763138294219971,5.0,1000.0,5.0,5.0
116,Affine,8.87808078150968,10.0,9.0,10.0,10.015172980003465,10.0,8.51073169708252,9.0,1000.0,10.0,10.0
117,Affine,14.867264694674958,20.0,15.0,20.0,19.827210883263913,20.0,13.73190975189209,15.0,1000.0,20.0,20.0
118,Nonlinear_4to6,3.955403441349259,4.0738062268869895,4.0,5.0,3.2156050619812913,5.0,3.651642322540283,4.0,1000.0,6.0,4.0
119,Nonlinear,4.101021099388289,3.762658848647831,4.0,5.0,7.20756950005997,8.0,3.8756673336029053,4.0,1000.0,8.0,4.0
120,Nonlinear,6.347475285333237,6.252097996301776,6.0,8.0,11.065734699283293,12.0,5.7338361740112305,6.0,1000.0,36.0,6.0
121,Nonlinear,8.518316350308616,9.211411444526425,9.0,10.0,14.045648902872722,16.0,7.619960308074951,8.0,1000.0,64.0,8.0
122,Nonlinear,12.277487932751068,14.716851072386966,12.0,17.0,21.923399894140406,24.0,10.881813049316406,11.0,1000.0,72.0,12.0
123,Spiral,1.7930407640442059,2.033006330288244,1.0,1.0,2.0584787225680077,2.0,1.014147162437439,1.0,1000.0,3.0,1.0
124,Spiral,1.7683776585068895,2.0737121391339075,1.0,1.0,2.0562028418563756,2.0,1.0646899938583374,1.0,1000.0,13.0,1.0
125,Helix1d,1.0134630104260025,1.1267963728530523,1.0,1.0,2.678201168539484,3.0,1.0371644496917725,1.0,1000.0,3.0,1.0
126,Helix1d,1.0364881641675507,1.1423230544721132,1.0,1.0,2.671656027217426,3.0,0.9746978282928467,1.0,1000.0,13.0,1.0
127,Helix2d,2.83939256789795,3.0,2.0,3.0,2.3462791058631742,3.0,1.8395017385482788,2.0,1000.0,3.0,2.0
128,Helix2d,2.880410551739984,3.39156098519958,3.0,3.0,2.290434988003446,3.0,2.0040860176086426,2.0,1000.0,13.0,2.0
129,Helicoid,2.068734362204152,2.0316016640311094,2.0,2.0,2.198913651029179,3.0,1.9696871042251587,2.0,1000.0,3.0,2.0
130,Helicoid,2.0632643124901433,1.9408876843810614,2.0,2.0,2.1751222228342773,3.0,1.9130445718765259,2.0,1000.0,13.0,2.0
131,Roll,2.0550044328062187,2.144445650953972,2.0,2.0,2.7101484550093504,3.0,2.1242623329162598,2.0,1000.0,3.0,2.0
132,Roll,2.0277260956956664,1.8542832283073345,2.0,2.0,2.7821862321757616,3.0,1.9515671730041504,2.0,1000.0,13.0,2.0
133,Scurve,2.036501254680639,2.024587345617636,2.0,2.0,1.9793104563201205,3.0,1.9284350872039795,2.0,1000.0,3.0,2.0
134,Scurve,2.0501030022808964,2.1045251629036676,2.0,2.0,1.958624602536759,3.0,2.0884761810302734,2.0,1000.0,13.0,2.0
135,Moebius,2.040114745462617,1.8803061336801479,2.0,2.0,2.088400763417765,2.0,1.9533170461654663,2.0,1000.0,3.0,2.0
136,Paraboloid,2.851812166543113,2.9691298932358023,3.0,3.0,1.7809425224146875,1.0,1.983471155166626,2.0,1000.0,12.0,3.0
137,Paraboloid,4.771951733248396,5.769746341842997,5.0,7.0,1.468248777677604,1.0,2.7418253421783447,3.0,1000.0,21.0,6.0
138,Paraboloid,5.975172363735502,8.565950658851545,6.0,7.0,1.3100497841652665,1.0,2.439730644226074,2.0,1000.0,30.0,9.0
139,Paraboloid,6.71827959997754,11.801240766190428,7.0,9.0,1.2283278673621756,1.0,3.5666258335113525,4.0,1000.0,39.0,12.0
140,Paraboloid,6.894368824033752,14.363075435961228,7.0,9.0,1.1643339848428675,1.0,4.154123306274414,4.0,1000.0,48.0,15.0
141,Cubic,3.0857846463572893,3.125682737745631,3.0,4.0,4.048231023848569,4.0,3.0607547760009766,3.0,1000.0,5.0,3.0
142,Cubic,20.357189073064188,33.7562474793431,21.0,33.0,31.389036436780344,31.0,19.938535690307617,21.0,1000.0,35.0,30.0
143,Cubic,34.25689682756365,73.03262826057144,36.0,75.0,71.89103399224506,71.0,31.842044830322266,36.0,1000.0,90.0,70.0
144,Sphere,3.008712876579574,2.987877703502503,3.0,3.0,3.9291082548828555,4.0,2.9546539783477783,3.0,1000.0,5.0,3.0
145,Sphere,4.571411160690072,4.653315880948018,5.0,5.0,5.816577765891278,6.0,4.59770393371582,5.0,1000.0,10.0,5.0
