Dataset,MLE,GeoMLE,MIND,DANCo,ESS,PCA,CD,Hein,Num,Dim,RealDim
61,Spiral,1.7208982082266133,1.2940497573467538,1.0,1.0,2.0987438223452197,2.0,0.9125921726226807,1.0,1000.0,13.0,1.0
62,Helix1d,0.9964420357163993,1.1669087313386513,1.0,1.0,2.602764867299973,3.0,0.9225220084190369,1.0,1000.0,3.0,1.0
63,Helix1d,1.018145224743485,1.418719713490997,1.0,1.0,2.6109329315965195,3.0,1.1411253213882446,1.0,1000.0,13.0,1.0
64,Helix2d,2.7474219954613734,2.0950100425003457,3.0,3.0,2.580333240766317,3.0,2.0404231548309326,2.0,1000.0,3.0,2.0
65,Helix2d,2.715948482207327,2.49108468627387,2.0,3.0,2.5560358204118487,3.0,1.948032021522522,2.0,1000.0,13.0,2.0
66,Helicoid,2.078016489160516,2.0646362676246404,2.0,2.0,1.8452314947188628,2.0,2.146404266357422,2.0,1000.0,3.0,2.0
67,Helicoid,2.1149555912620035,2.1528027071502036,2.0,2.0,1.8234630592515695,2.0,1.9816486835479736,2.0,1000.0,13.0,2.0
68,Roll,1.938096227923704,2.44856685707564,2.0,2.0,2.938819356736,3.0,1.9774456024169922,2.0,1000.0,3.0,2.0
69,Roll,1.931444271672198,3.0379368018476365,2.0,2.0,2.952446589116962,3.0,1.9142487049102783,2.0,1000.0,13.0,2.0
70,Scurve,1.9569216432927148,2.0232931270630825,2.0,2.0,2.2362024171042254,3.0,1.9601788520812988,2.0,1000.0,3.0,2.0
71,Scurve,1.9616782613301806,2.0507827678568598,2.0,2.0,2.1468211660155263,3.0,1.9710285663604736,2.0,1000.0,13.0,2.0
72,Moebius,1.995163678898783,1.6670508615671147,2.0,2.0,2.350310949764122,3.0,2.048135757446289,2.0,1000.0,3.0,2.0
73,Uniform,4.451679627663466,4.576026540206087,4.0,5.0,4.931373500677675,5.0,4.127143383026123,4.0,1000.0,10.0,5.0
74,Uniform,7.955550218241551,8.65194783740009,8.0,9.0,9.79771628586283,10.0,8.252420425415039,8.0,1000.0,15.0,10.0
75,Uniform,19.233516802124136,29.508992063321568,20.0,30.0,29.45960165673384,30.0,19.35678482055664,20.0,1000.0,35.0,30.0
76,Uniform,27.722184118642918,53.036607221494705,29.0,50.0,48.165139446302604,50.0,29.115615844726562,30.0,1000.0,55.0,50.0
77,Uniform,33.986338708625226,75.0,35.0,71.0,68.40481452722021,70.0,33.37674331665039,36.0,1000.0,75.0,70.0
78,Norm,15.335007555054839,20.0,16.0,20.0,20.7511255325419,20.0,13.877725601196289,15.0,1000.0,20.0,20.0
79,Norm,14.990917162252504,22.26082398855468,16.0,21.0,20.59266604514841,20.0,12.969541549682617,14.0,1000.0,50.0,20.0
80,Norm,27.508992869310898,50.0,29.0,48.0,49.824255098810504,50.0,25.691247940063477,28.0,1000.0,50.0,50.0
81,Norm,27.163973472090913,50.882984322886266,28.0,52.0,50.65366155291708,50.0,24.76902961730957,25.0,1000.0,70.0,50.0
82,Paraboloid,2.809358247555044,2.9679748202183256,3.0,3.0,1.7767635335352043,1.0,2.021613836288452,2.0,1000.0,12.0,3.0
83,Paraboloid,4.692045389994705,5.83558062136682,5.0,7.0,1.4718795078392166,1.0,2.7870872020721436,3.0,1000.0,21.0,6.0
84,Paraboloid,5.846480042885449,8.482951720580179,6.0,8.0,1.287654452847239,1.0,2.6581971645355225,2.0,1000.0,30.0,9.0
85,Paraboloid,6.540152594894522,11.066691051894587,7.0,8.0,1.2298803044410795,1.0,3.1428449153900146,3.0,1000.0,39.0,12.0
86,Paraboloid,6.914988030270781,14.065306935679466,7.0,9.0,1.1615544066816184,1.0,3.5575098991394043,3.0,1000.0,48.0,15.0
87,Cubic,3.066583844482315,3.0488869611029803,3.0,3.0,3.961387331154892,4.0,3.036041259765625,3.0,1000.0,5.0,3.0
88,Cubic,19.90790835356947,30.502320720719066,21.0,31.0,31.035169323684077,31.0,20.97789192199707,22.0,1000.0,35.0,30.0
89,Cubic,33.826185839202914,72.16870668157604,36.0,73.0,71.39370599839994,71.0,35.9202880859375,38.0,1000.0,90.0,70.0
90,Sphere,2.9875312434115693,3.0089998585420115,3.0,3.0,3.940300285238977,4.0,3.281100273132324,3.0,1000.0,5.0,3.0
91,Sphere,4.924071003252347,4.9152403090747026,5.0,6.0,6.085009454377652,6.0,4.89877986907959,5.0,1000.0,10.0,5.0
92,Sphere,8.933603363715934,10.243237932367327,9.0,11.0,10.951394041806438,11.0,9.172517776489258,9.0,1000.0,15.0,10.0
93,Sphere,20.67564931152351,31.57278583440923,22.0,31.0,31.803335412626684,31.0,22.66960906982422,24.0,1000.0,35.0,30.0
94,Sphere,28.12029222198399,47.97049794882853,29.0,51.0,52.051775611308976,51.0,31.554039001464844,32.0,1000.0,55.0,50.0
95,Sphere,35.71677510196387,70.35064607091276,37.0,70.0,73.12179283009684,71.0,41.31242370605469,39.0,1000.0,75.0,70.0
96,Affine_3to5,2.8735371809756787,3.129182242195981,3.0,3.0,2.5962598065881446,3.0,3.173905611038208,3.0,1000.0,5.0,3.0
97,Affine,4.471523422145329,4.962164326549507,4.0,5.0,4.96709641615603,5.0,4.395496845245361,4.0,1000.0,5.0,5.0
98,Affine,8.101873889533598,9.851012182260183,8.0,10.0,9.873056359857156,10.0,8.008395195007324,8.0,1000.0,10.0,10.0
99,Affine,14.202744295556142,19.647449385845814,15.0,20.0,19.359994645210513,20.0,15.020090103149414,14.0,1000.0,20.0,20.0
100,Nonlinear_4to6,3.767736602451241,4.008423726205394,4.0,5.0,3.1730626885622253,5.0,3.6253561973571777,4.0,1000.0,6.0,4.0
101,Nonlinear,4.04013141868643,3.2896443954719508,4.0,5.0,7.930705769239543,8.0,3.593029737472534,4.0,1000.0,8.0,4.0
102,Nonlinear,6.72858407844974,6.8070147954266975,6.0,8.0,12.026011659669036,12.0,5.518898010253906,6.0,1000.0,36.0,6.0
103,Nonlinear,9.196933706435004,10.362211134407985,9.0,11.0,15.825855020864976,16.0,8.08347225189209,8.0,1000.0,64.0,8.0
